DATAFLOW,LAST UPDATE,freq,itm_newa,indic_ag,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,AT,2011,906.72,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,AT,2012,1029.21,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,AT,2013,717.58,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,AT,2014,769.41,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,AT,2015,728.38,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,AT,2016,749.33,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,AT,2017,754.07,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,AT,2018,776.49,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,AT,2019,801.11,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,AT,2020,884.19,e
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,BE,2011,465.34,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,BE,2012,606.09,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,BE,2013,513.17,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,BE,2014,451.63,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,BE,2015,453.76,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,BE,2016,305.91,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,BE,2017,376.77,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,BE,2018,417.79,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,BE,2019,435.90,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,BE,2020,484.64,e
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,BG,2011,1196.06,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,BG,2012,1311.49,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,BG,2013,1258.57,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,BG,2014,1330.84,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,BG,2015,1228.73,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,BG,2016,1199.37,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,BG,2017,1246.43,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,BG,2018,1443.72,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,BG,2019,1499.80,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,BG,2020,1253.52,e
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,CH,2011,314.30,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,CH,2012,308.64,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,CH,2013,279.29,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,CH,2014,303.51,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,CH,2015,347.50,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,CH,2016,276.16,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,CH,2017,341.44,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,CH,2018,298.10,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,CH,2019,339.63,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,CH,2020,364.88,e
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,CY,2011,10.01,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,CY,2012,10.71,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,CY,2013,12.52,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,CY,2014,1.83,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,CY,2015,18.65,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,CY,2016,3.20,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,CY,2017,7.18,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,CY,2018,5.84,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,CY,2019,11.94,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,CY,2020,13.43,e
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,CZ,2011,1329.91,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,CZ,2012,1286.80,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,CZ,2013,1252.84,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,CZ,2014,1233.46,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,CZ,2015,1207.39,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,CZ,2016,1158.70,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,CZ,2017,1085.51,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,CZ,2018,1180.00,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,CZ,2019,1219.29,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,CZ,2020,1225.99,e
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,DE,2011,7908.93,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,DE,2012,8239.27,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,DE,2013,8685.59,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,DE,2014,7652.19,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,DE,2015,7087.47,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,DE,2016,5659.29,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,DE,2017,6664.60,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,DE,2018,5567.63,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,DE,2019,7167.32,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,DE,2020,7050.78,e
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,DK,2011,1695.62,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,DK,2012,1949.76,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,DK,2013,1302.19,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,DK,2014,1357.07,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,DK,2015,1629.77,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,DK,2016,1129.68,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,DK,2017,1358.64,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,DK,2018,1327.51,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,DK,2019,1301.14,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,DK,2020,1182.25,e
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,EA11,2011,32576.97,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,EA11,2012,35219.07,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,EA11,2013,32547.17,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,EA11,2014,29773.57,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,EA11,2015,28842.56,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,EA11,2016,23877.50,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,EA11,2017,25416.25,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,EA11,2018,26959.26,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,EA11,2019,28125.47,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,EA11,2020,27871.63,e
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,EA12,2011,33647.36,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,EA12,2012,36312.90,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,EA12,2013,33503.23,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,EA12,2014,30647.63,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,EA12,2015,29707.58,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,EA12,2016,24663.06,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,EA12,2017,26141.21,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,EA12,2018,27627.27,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,EA12,2019,28829.60,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,EA12,2020,28602.89,e
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,EA16,2011,34343.48,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,EA16,2012,37026.76,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,EA16,2013,34161.06,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,EA16,2014,31355.26,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,EA16,2015,30381.95,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,EA16,2016,25367.42,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,EA16,2017,26674.47,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,EA16,2018,28294.54,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,EA16,2019,29509.35,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,EA16,2020,29325.91,e
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,EA19,2011,35390.60,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,EA19,2012,38654.02,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,EA19,2013,35507.10,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,EA19,2014,32704.93,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,EA19,2015,32060.96,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,EA19,2016,26649.95,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,EA19,2017,28108.53,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,EA19,2018,29610.13,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,EA19,2019,31202.65,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,EA19,2020,31340.97,e
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,EE,2011,125.76,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,EE,2012,208.32,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,EE,2013,146.18,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,EE,2014,175.88,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,EE,2015,211.29,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,EE,2016,111.69,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,EE,2017,175.90,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,EE,2018,149.05,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,EE,2019,222.01,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,EE,2020,229.72,e
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,EL,2011,1070.39,
